ID,URL,Resolución
2,http://www.10bet.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
3,https://10bet.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
4,https://888vipcasinoclub.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
5,https://bet365.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
6,https://es.888casino.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
7,https://es.888poker.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
8,https://marathonbet.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
10,https://sports.bwin.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
11,https://www.888.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
12,https://www.888.es,"Resolución Nº 0187/2018, 19 de marzo de 2018"
13,https://www.888casino.es,"Resolución Nº 0187/2018, 19 de marzo de 2018"
14,https://www.888games.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
15,https://www.888ladies.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
16,https://www.888sports.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
17,https://www.betcris.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
18,https://www.muchovegas.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
19,www.pokerstars.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
20,https://www.pokerstars.net,"Resolución Nº 0187/2018, 19 de marzo de 2018"
21,www.betapuesta.com,"Resolución Nº 0187/2018, 19 de marzo de 2018"
22,www.mongoosecasino.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
23,www.slotsmillion.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
24,www.ragingbullcampaign.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
26,www.gdaycasino.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
27,www.guts.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
28,www.betmotion.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
29,www.sportingbet.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
30,www.betastars.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
31,www.casino777.es,"Resolución Nº 0254/2018, 2 de mayo de 2018"
32,www.williamhillcasino.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
37,www.betplatino.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
38,www.planetwin365.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
39,www.betstars.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
40,www.pokerstarscasino.com,"Resolución Nº 0254/2018, 2 de mayo de 2018"
41,www.32red.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
42,www.apuesta24.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
43,www.askgamblers.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
45,www.redbet.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
46,www.colbet.co,"Resolución Nº 0497/2018, 27 de julio de 2018"
47,www.jackpotcitycasino.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
48,www.premierpokerclub.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
52,www.zamba.co,"Resolución Nº 0497/2018, 27 de julio de 2018"
53,www.thelotter.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
54,www.thelotter.uy,"Resolución Nº 0497/2018, 27 de julio de 2018"
56,www.paston.es,"Resolución Nº 0497/2018, 27 de julio de 2018"
58,www.ijuego.es,"Resolución Nº 0497/2018, 27 de julio de 2018"
60,www.betway.es,"Resolución Nº 0497/2018, 27 de julio de 2018"
62,www.cleopatracasino.com,"Resolución Nº 0497/2018, 27 de julio de 2018"
63,www.juegos-casino.org,"Resolución Nº 0497/2018, 27 de julio de 2018"
65,www.machancecasino.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
66,www.casinoestrella100.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
67,www.casinomidas.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
68,www.casinoking.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
69,www.estorilsolcasinos.pt,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
71,www.rubyfortune.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
72,www.mansioncasino.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
74,www.gamingclub.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
76,www.mrgreen.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
77,www.cashmio.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
79,www.rivalo.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
80,www.titancasino.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
81,www.casinotropez.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
82,www.casinoepoca.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
83,www.redkings.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
85,www.elcasinointernet.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
86,www.luckynuggetcasino.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
88,www.betchain.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
89,www.slotsmagic.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
91,www.exbeteu.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
92,www.pinnacle.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
94,www.magiccitycasino.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
95,www.miamidice.com,"Resolución Nº 0584/2018, 11 de setiembre de 2018"
98,www.sharplotto.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
99,www.dunder.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
100,www.casumo.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
101,www.casimba.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
102,www.genesiscasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
104,www.dreamvegas.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
105,www.playfrank.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
108,www.spinrider.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
109,www.playojo.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
111,www.sloty.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
112,www.casinopop.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
113,www.videoslots.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
114,www.shadowbetcasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
115,www.casinoland.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
116,www.betsafe.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
117,www.joreels.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
118,www.spinit.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
119,www.ikibu.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
120,www.royalpanda.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
121,www.slotocash.im,"Resolución Nº 0755/2018, 22 de octubre de 2018"
123,www.bwin.es,"Resolución Nº 0755/2018, 22 de octubre de 2018"
124,www.freespinscasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
126,www.bgo.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
128,www.betchan.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
129,www.allslotscasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
130,www.redstagcasino.eu,"Resolución Nº 0755/2018, 22 de octubre de 2018"
131,www.nobonuscasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
132,www.casinotopsonline.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
133,www.drakecasino.eu,"Resolución Nº 0755/2018, 22 de octubre de 2018"
134,www.instacasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
135,www.spartanslots.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
136,www.allirishcasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
137,www.allbritishcasino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
138,www.box24casino.com,"Resolución Nº 0755/2018, 22 de octubre de 2018"
139,www.vegashero.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
141,www.eucasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
142,www.luckyniki.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
143,www.drueckglueck.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
144,www.gentingcasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
145,www.dragonaraonline.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
147,www.roxypalace.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
148,www.betsson.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
149,www.casinoluck.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
150,www.casinoroom.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
153,www.betway.lat,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
154,www.jetbull.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
155,www.europalace.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
156,www.nextcasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
157,www.yakocasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
158,www.eurogrand.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
162,www.krooncasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
166,www.winner.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
168,www.cherrycasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
169,www.betrally.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
171,www.vegasparadise.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
172,www.slotscapital.lv,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
173,www.desertnightscasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
174,www.casinoaction.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
175,www.europacasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
176,www.gowild.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
178,www.omnicasino.com,"Resolución Nº 0769/2018, 23 de noviembre de 2018"
181,www.winner.co.uk,"Resolución Nº 50/2019, 24 de enero de 2019"
182,www.merkurmagic.es,"Resolución Nº 50/2019, 24 de enero de 2019"
183,www.marcaapuestas.es,"Resolución Nº 50/2019, 24 de enero de 2019"
184,www.casinogranmadridonline.es,"Resolución Nº 50/2019, 24 de enero de 2019"
186,www.wanabet.es,"Resolución Nº 50/2019, 24 de enero de 2019"
187,www.casinoeuro.com,"Resolución Nº 50/2019, 24 de enero de 2019"
188,www.mrwin.com,"Resolución Nº 50/2019, 24 de enero de 2019"
190,www.royalvegascasino.com,"Resolución Nº 50/2019, 24 de enero de 2019"
191,www.bovada.lv,"Resolución Nº 50/2019, 24 de enero de 2019"
192,www.jokerbet.es,"Resolución Nº 50/2019, 24 de enero de 2019"
193,www.luckia.es,"Resolución Nº 50/2019, 24 de enero de 2019"
194,www.botemania.es,"Resolución Nº 50/2019, 24 de enero de 2019"
195,www.caliente.mx,"Resolución Nº 50/2019, 24 de enero de 2019"
196,www.casino.com,"Resolución Nº 50/2019, 24 de enero de 2019"
197,www.gametwist.com,"Resolución Nº 50/2019, 24 de enero de 2019"
198,www.cardschat.com,"Resolución Nº 50/2019, 24 de enero de 2019"
200,www.slotpark.com,"Resolución Nº 50/2019, 24 de enero de 2019"
201,www.caesarscasino.com,"Resolución Nº 50/2019, 24 de enero de 2019"
202,www.bestingame.it,"Resolución Nº 50/2019, 24 de enero de 2019"
204,www.wcasino-online.com,"Resolución Nº 50/2019, 24 de enero de 2019"
205,www.casino777.be,"Resolución Nº 50/2019, 24 de enero de 2019"
206,www.enracha.es,"Resolución Nº 50/2019, 24 de enero de 2019"
208,www.casinoportugal.pt,"Resolución Nº 50/2019, 24 de enero de 2019"
210,www.bigfishgames.com,"Resolución Nº 50/2019, 24 de enero de 2019"
211,www.tangierscasino.com,"Resolución Nº 50/2019, 24 de enero de 2019"
212,www.jackpotcity.org,"Resolución Nº 50/2019, 24 de enero de 2019"
213,www.bet.pt,"Resolución Nº 50/2019, 24 de enero de 2019"
214,www.onlinebigbola.mx,"Resolución Nº 50/2019, 24 de enero de 2019"
